	chr	source	feature	start	end	score	strand	frame	attribute	close_sites
2016364	14	ensembl	gene	49901850	49901950	.	-	.	" ""RNU6-189P"""	[]
2016367	14	ensembl	gene	49913493	49913760	.	-	.	" ""Metazoa_SRP"""	[]
2016370	14	ensembl_havana	gene	49927571	50105043	.	-	.	" ""LINC01588"""	[]
2016478	14	mirbase	gene	49966399	49966511	.	+	.	" ""MIR6076"""	[]
2016481	14	havana	gene	50050368	50051336	.	+	.	" ""PDLIM1P1"""	[]
2016484	14	havana	gene	50052857	50053569	.	+	.	" ""AL117692.1"""	[]
2016487	14	ensembl	gene	50068568	50068873	.	+	.	" ""RN7SKP193"""	[]
2016490	14	ensembl	gene	50086982	50087083	.	+	.	" ""Y_RNA"""	[]
2016493	14	ensembl_havana	gene	50108632	50116600	.	-	.	" ""VCPKMT"""	[]
2016555	14	ensembl_havana	gene	50117130	50231578	.	-	.	" ""SOS2"""	[]
2016695	14	ensembl_havana	gene	50237563	50312229	.	-	.	" ""L2HGDH"""	[]
2016827	14	mirbase	gene	50299855	50299946	.	-	.	" ""MIR4504"""	[]
2016830	14	ensembl_havana	gene	50312324	50335558	.	+	.	" ""DMAC2L"""	[]
2016975	14	havana	gene	50326526	50327909	.	-	.	" ""AL359397.2"""	[]
2016979	14	ensembl_havana	gene	50329404	50416461	.	-	.	" ""CDKL1"""	[]
2017090	14	havana	gene	50397013	50398345	.	+	.	" ""AL359397.1"""	[]
2017095	14	ensembl_havana	gene	50418501	50561126	.	-	.	" ""MAP4K5"""	[]
2017276	14	havana	gene	50448807	50456742	.	+	.	" ""AL118556.1"""	[]
2017280	14	ensembl	gene	50468397	50468498	.	-	.	" ""Y_RNA"""	[]
2017283	14	havana	gene	50471769	50472592	.	+	.	" ""AL118556.2"""	[]
2017286	14	ensembl_havana	gene	50532509	50633068	.	+	.	" ""ATL1"""	[]
2017426	14	havana	gene	50571919	50572140	.	-	.	" ""SNRPGP1"""	[]
2017429	14	ensembl_havana	gene	50632058	50668306	.	-	.	" ""SAV1"""	[]
2017483	14	ensembl	gene	50637691	50637981	.	-	.	" ""RN7SL452P"""	[]
2017486	14	havana	gene	50662511	50663178	.	-	.	" ""AL606834.1"""	[]
2017489	14	havana	gene	50704343	50705511	.	-	.	" ""ZFP64P1"""	[]
2017492	14	ensembl_havana	gene	50719763	50831121	.	-	.	" ""NIN"""	[]
2018106	14	havana	gene	50723777	50724272	.	-	.	" ""AL606834.2"""	[]
2018109	14	havana	gene	50821880	50823501	.	+	.	" ""AL133485.2"""	[]
2018113	14	havana	gene	50831962	50838100	.	+	.	" ""AL133485.3"""	[]
2018117	14	ensembl	gene	50844625	50844712	.	+	.	" ""AL133485.1"""	[]
2018120	14	havana	gene	50848122	50865659	.	+	.	" ""AL358334.1"""	[]
2018124	14	ensembl_havana	gene	50857891	50944483	.	-	.	" ""PYGL"""	[]
2018276	14	ensembl_havana	gene	50872053	50904970	.	+	.	" ""ABHD12B"""	[]
2018421	14	havana	gene	50912226	50913358	.	+	.	" ""AL358334.3"""	[]
2018425	14	havana	gene	50956259	50962002	.	-	.	" ""AL358334.2"""	[]
2018429	14	ensembl_havana	gene	50975262	51096061	.	-	.	" ""TRIM9"""	[]
2018515	14	havana_tagene	gene	51022967	51031032	.	+	.	" ""AL358334.4"""	[]
2018520	14	havana	gene	51088957	51091288	.	+	.	" ""AL591770.1"""	[]
2018525	14	ensembl_havana	gene	51240162	51257655	.	+	.	" ""TMX1"""	[]
2018572	14	ensembl	gene	51244090	51244224	.	+	.	" ""SNORA70"""	[]
2018575	14	ensembl	gene	51253933	51254023	.	-	.	" ""Y_RNA"""	[]
2018578	14	havana	gene	51304108	51331918	.	-	.	" ""LINC00519"""	[]
2018586	14	havana	gene	51333068	51365557	.	+	.	" ""LINC00640"""	[]
2018617	14	havana	gene	51344914	51385603	.	-	.	" ""AL358332.1"""	[]
2018623	14	havana	gene	51392128	51397135	.	-	.	" ""LINC02310"""	[(14, 51366541.0, 51566781.0)]
2018629	14	havana	gene	51436038	51436963	.	+	.	" ""SETP2"""	[(14, 51416541.0, 51516781.0), (14, 51366541.0, 51566781.0)]
2018632	14	havana	gene	51454512	51599952	.	-	.	" ""FRMD6-AS2"""	[]
2018642	14	ensembl_havana	gene	51489100	51730727	.	+	.	" ""FRMD6"""	[]
2018854	14	ensembl	gene	51522864	51522967	.	+	.	" ""RNU6-1291P"""	[(14, 51366541.0, 51566781.0)]
2018857	14	havana	gene	51637348	51637947	.	-	.	" ""AL122125.1"""	[]
2018860	14	havana	gene	51649516	51651744	.	-	.	" ""FRMD6-AS1"""	[]
2018863	14	ensembl	gene	51692752	51692861	.	+	.	" ""RNA5SP385"""	[]
2018866	14	ensembl	gene	51724103	51724209	.	+	.	" ""RNU6-301P"""	[]
2018869	14	havana	gene	51750560	51763114	.	+	.	" ""AL079307.2"""	[]
2018874	14	havana	gene	51756996	51757988	.	+	.	" ""OR7E105P"""	[]
2018877	14	havana	gene	51763056	51764076	.	-	.	" ""OR7E106P"""	[]
2018880	14	havana	gene	51765276	51825422	.	+	.	" ""AL079307.1"""	[]
2018892	14	havana	gene	51771789	51772086	.	-	.	" ""OR7E159P"""	[]
2018895	14	havana	gene	51787461	51787743	.	+	.	" ""AL079307.3"""	[]
2018898	14	ensembl_havana	gene	51826195	51979342	.	+	.	" ""GNG2"""	[]
2019069	14	havana	gene	51916145	51918571	.	-	.	" ""AL358333.2"""	[]
2019074	14	havana	gene	51967003	51969800	.	-	.	" ""AL358333.3"""	[]
2019078	14	havana	gene	51982520	51987219	.	-	.	" ""AL358333.1"""	[]
2019082	14	ensembl_havana	gene	51989514	52010694	.	+	.	" ""RTRAF"""	[]
2019162	14	ensembl_havana	gene	52004803	52069228	.	-	.	" ""NID2"""	[]
2019306	14	havana	gene	52111122	52129625	.	-	.	" ""LINC02319"""	[]
2019311	14	havana	gene	52117602	52117995	.	+	.	" ""COX5AP2"""	[]
2019314	14	havana	gene	52155740	52156179	.	+	.	" ""AL118557.1"""	[]
2019317	14	ensembl_havana	gene	52267698	52276724	.	+	.	" ""PTGDR"""	[]
2019338	14	havana	gene	52286797	52289268	.	+	.	" ""AL365475.1"""	[]
2019343	14	ensembl_havana	gene	52314305	52328598	.	+	.	" ""PTGER2"""	[]
2019364	14	ensembl_havana	gene	52430596	52552522	.	-	.	" ""TXNDC16"""	[(14, 52362967.0, 52563051.0)]
2019440	14	ensembl_havana	gene	52552836	52637713	.	+	.	" ""GPR137C"""	[]
2019496	14	ensembl_havana	gene	52639915	52695900	.	-	.	" ""ERO1A"""	[]
2019682	14	havana	gene	52640839	52641566	.	+	.	" ""AL133453.1"""	[]
2019686	14	ensembl_havana	gene	52707178	52728590	.	+	.	" ""PSMC6"""	[]
2019919	14	ensembl_havana	gene	52730166	52774989	.	+	.	" ""STYX"""	[]
2019979	14	ensembl_havana	gene	52775193	52791668	.	-	.	" ""GNPNAT1"""	[]
2020054	14	havana	gene	52775237	52777740	.	+	.	" ""AL139317.3"""	[]
2020061	14	havana	gene	52791756	52930185	.	+	.	" ""AL139317.5"""	[]
2020102	14	havana	gene	52792875	52820034	.	-	.	" ""AL139317.1"""	[]
2020106	14	havana	gene	52798904	52799061	.	-	.	" ""AL139317.2"""	[]
2020109	14	ensembl_havana	gene	52857268	52952435	.	-	.	" ""FERMT2"""	[]
2020423	14	havana	gene	52871458	52872217	.	+	.	" ""AL139317.4"""	[]
2020426	14	havana_tagene	gene	52951432	52952864	.	+	.	" ""AL352979.4"""	[]
2020429	14	havana	gene	53011971	53012267	.	+	.	" ""AL352979.1"""	[]
2020432	14	havana	gene	53023055	53023597	.	+	.	" ""AL352979.3"""	[]
2020436	14	ensembl_havana	gene	53036745	53153282	.	-	.	" ""DDHD1"""	[]
2020592	14	havana	gene	53036755	53038251	.	+	.	" ""AL352979.2"""	[]
2020596	14	havana	gene	53153354	53157528	.	+	.	" ""AL356020.1"""	[]
2020601	14	havana	gene	53169010	53883740	.	+	.	" ""AL365295.1"""	[]
2020748	14	havana_tagene	gene	53364146	53392048	.	-	.	" ""AL365295.2"""	[]
2020752	14	havana	gene	53599832	53614026	.	-	.	" ""AL163953.1"""	[]
2020756	14	havana	gene	53612724	53613405	.	+	.	" ""RPS3AP46"""	[]
2020759	14	havana	gene	53685139	53850882	.	-	.	" ""LINC02331"""	[]
2020767	14	havana	gene	53917270	53917753	.	-	.	" ""AL138479.1"""	[]
2020770	14	mirbase	gene	53948427	53948484	.	-	.	" ""MIR5580"""	[]
2020773	14	ensembl_havana	gene	53949736	53958761	.	-	.	" ""BMP4"""	[]
2020857	14	havana_tagene	gene	53954671	53962234	.	+	.	" ""AL138479.2"""	[]
2020861	14	havana	gene	53991101	53991995	.	-	.	" ""ATP5F1CP1"""	[]
2020864	14	ensembl_havana	gene	54396849	54420218	.	+	.	" ""CDKN3"""	[]
2021052	14	ensembl_havana	gene	54423561	54441391	.	-	.	" ""CNIH1"""	[]
2021154	14	havana	gene	54470709	54471218	.	+	.	" ""AL359792.1"""	[]
2021158	14	ensembl_havana	gene	54474484	54489026	.	-	.	" ""GMFB"""	[]
2021283	14	ensembl_havana	gene	54509812	54539292	.	+	.	" ""CGRRF1"""	[]
2021371	14	ensembl_havana	gene	54567097	54793315	.	+	.	" ""SAMD4A"""	[]
2021547	14	havana	gene	54684753	54687918	.	-	.	" ""AL133444.1"""	[]
2021556	14	ensembl_havana	gene	54842008	54902826	.	-	.	" ""GCH1"""	[]
2021658	14	ensembl	gene	54859215	54859330	.	+	.	" ""RNU6ATAC9P"""	[]
2021661	14	mirbase	gene	54878113	54878193	.	-	.	" ""MIR4308"""	[]
2021664	14	havana	gene	54884849	54886213	.	-	.	" ""FDPSP3"""	[]
2021668	14	ensembl_havana	gene	54938949	55027105	.	-	.	" ""WDHD1"""	[]
2021828	14	havana	gene	55004813	55005687	.	-	.	" ""RPSAP13"""	[]
2021831	14	ensembl_havana	gene	55027230	55049489	.	+	.	" ""SOCS4"""	[]
2021864	14	ensembl_havana	gene	55051647	55070194	.	+	.	" ""MAPK1IP1L"""	[]
2021903	14	ensembl_havana	gene	55124110	55145423	.	+	.	" ""LGALS3"""	[]
2021966	14	ensembl_havana	gene	55148112	55191608	.	-	.	" ""DLGAP5"""	[]
2022086	14	havana	gene	55196727	55199013	.	-	.	" ""AL139316.1"""	[]
2022090	14	ensembl_havana	gene	55229217	55229681	.	+	.	" ""AL158801.5"""	[]
2022093	14	havana	gene	55240622	55241080	.	-	.	" ""AL158801.4"""	[]
2022096	14	havana	gene	55262222	55272075	.	-	.	" ""AL158801.2"""	[]
2022106	14	ensembl_havana	gene	55271421	55361918	.	+	.	" ""FBXO34"""	[]
2022150	14	havana	gene	55282296	55282643	.	-	.	" ""AL158801.1"""	[]
2022153	14	ensembl	gene	55285227	55285558	.	+	.	" ""Metazoa_SRP"""	[]
2022156	14	havana	gene	55298644	55299231	.	+	.	" ""CHMP4BP1"""	[]
2022159	14	havana	gene	55325834	55339501	.	-	.	" ""AL158801.3"""	[]
2022164	14	ensembl_havana	gene	55366392	55411858	.	-	.	" ""ATG14"""	[]
2022198	14	havana	gene	55394940	55395233	.	-	.	" ""AL356801.1"""	[]
2022201	14	ensembl_havana	gene	55413541	55456726	.	-	.	" ""TBPL2"""	[]
2022232	14	havana	gene	55413556	55414059	.	-	.	" ""RPL21P6"""	[]
2022235	14	havana	gene	55496786	55580888	.	-	.	" ""KTN1-AS1"""	[]
2022267	14	havana	gene	55543401	55544169	.	+	.	" ""RPL7AP4"""	[]
2022270	14	havana	gene	55546674	55548123	.	+	.	" ""ABI1P1"""	[]
2022274	14	ensembl_havana	gene	55559072	55701526	.	+	.	" ""KTN1"""	[]
2023180	14	ensembl	gene	55651534	55651634	.	+	.	" ""Y_RNA"""	[]
2023183	14	havana	gene	55748208	55773203	.	+	.	" ""AL355773.1"""	[]
2023189	14	havana	gene	55766177	55767717	.	+	.	" ""RPL13AP3"""	[]
2023194	14	havana	gene	55781132	55796731	.	-	.	" ""LINC00520"""	[]
2023246	14	havana	gene	55896443	55962970	.	+	.	" ""AL163952.1"""	[]
2023280	14	havana	gene	56117316	56117990	.	-	.	" ""AL138995.1"""	[]
2023283	14	ensembl_havana	gene	56117814	56301524	.	+	.	" ""PELI2"""	[]
2023327	14	havana	gene	56303490	56310761	.	-	.	" ""AL355073.1"""	[]
2023333	14	havana	gene	56305838	56306394	.	+	.	" ""AL355073.2"""	[]
2023336	14	havana	gene	56310880	56427032	.	+	.	" ""LINC02284"""	[]
2023377	14	ensembl_havana	gene	56488354	56650606	.	+	.	" ""TMEM260"""	[]
2023644	14	havana	gene	56514331	56551309	.	+	.	" ""AL355103.1"""	[]
2023648	14	havana	gene	56633244	56648658	.	-	.	" ""AL161757.2"""	[]
2023657	14	havana	gene	56648965	56730535	.	-	.	" ""AL161757.5"""	[]
2023666	14	havana	gene	56683421	56683741	.	-	.	" ""AL161757.1"""	[]
2023669	14	havana	gene	56759379	56765757	.	+	.	" ""AL161757.3"""	[]
2023673	14	ensembl_havana	gene	56799905	56816693	.	-	.	" ""OTX2"""	[]
2023816	14	havana	gene	56813183	57152177	.	+	.	" ""OTX2-AS1"""	[]
2023838	14	havana	gene	56817570	56893710	.	-	.	" ""AL161757.4"""	[]
2023853	14	ensembl	gene	56824375	56824656	.	-	.	" ""RN7SL461P"""	[]
2023856	14	ensembl	gene	56824986	56825092	.	+	.	" ""RNU6-1204P"""	[]
2023859	14	havana	gene	56951008	57060715	.	-	.	" ""AL137100.3"""	[]
2023897	14	havana	gene	56978409	56979621	.	+	.	" ""RPL3P3"""	[]
2023900	14	havana	gene	57040885	57042504	.	+	.	" ""AL137100.1"""	[]
2023903	14	havana	gene	57044646	57044960	.	-	.	" ""AL137100.2"""	[]
2023906	14	havana	gene	57066260	57112660	.	-	.	" ""AL391152.1"""	[]
2023914	14	ensembl_havana	gene	57200507	57268905	.	-	.	" ""EXOC5"""	[]
2024127	14	ensembl_havana	gene	57268924	57298742	.	+	.	" ""AP5M1"""	[]
2024222	14	havana_tagene	gene	57335203	57344724	.	-	.	" ""AL355834.2"""	[]
2024226	14	havana	gene	57355446	57359410	.	+	.	" ""AL355834.1"""	[]
2024229	14	ensembl_havana	gene	57390544	57415906	.	+	.	" ""NAA30"""	[]
2024280	14	ensembl_havana	gene	57469301	57493867	.	-	.	" ""CCDC198"""	[]
2024431	14	ensembl_havana	gene	57563920	57982194	.	-	.	" ""SLC35F4"""	[]
2024541	14	havana	gene	57578409	57600404	.	+	.	" ""AL161804.1"""	[]
2024554	14	havana	gene	57629841	57631162	.	+	.	" ""AL136520.1"""	[]
2024559	14	ensembl	gene	57837354	57837660	.	-	.	" ""RN7SKP99"""	[]
2024562	14	havana	gene	57993545	57994525	.	-	.	" ""AL049838.1"""	[]
2024565	14	ensembl_havana	gene	57999735	58298139	.	-	.	" ""ARMH4"""	[]
2024612	14	havana	gene	58100985	58101574	.	+	.	" ""AL121579.2"""	[]
2024615	14	havana	gene	58141279	58141660	.	+	.	" ""UBA52P3"""	[]
2024618	14	ensembl	gene	58179771	58180064	.	+	.	" ""RN7SL598P"""	[]
2024621	14	havana	gene	58184576	58185507	.	+	.	" ""AL121579.1"""	[]
2024625	14	ensembl_havana	gene	58200080	58235636	.	+	.	" ""ACTR10"""	[]
2024865	14	ensembl_havana	gene	58244843	58272012	.	+	.	" ""PSMA3"""	[]
2025038	14	havana	gene	58264662	58269681	.	+	.	" ""AL132989.1"""	[]
2025042	14	havana	gene	58265365	58298134	.	-	.	" ""PSMA3-AS1"""	[]
2025112	14	havana	gene	58284773	58285363	.	+	.	" ""HMGB1P14"""	[]
2025115	14	ensembl_havana	gene	58288033	58289158	.	+	.	" ""AL132989.2"""	[]
2025120	14	ensembl	gene	58292293	58292388	.	-	.	" ""RNU6-341P"""	[]
2025123	14	ensembl_havana	gene	58298504	58373887	.	+	.	" ""ARID4A"""	[]
2025416	14	havana	gene	58370023	58395641	.	-	.	" ""AL139021.2"""	[]
2025420	14	ensembl_havana	gene	58395928	58408702	.	+	.	" ""TOMM20L"""	[]
2025449	14	havana	gene	58398557	58427125	.	+	.	" ""AL139021.1"""	[]
2025453	14	ensembl_havana	gene	58408495	58427531	.	-	.	" ""TIMM9"""	[]
2025575	14	ensembl_havana	gene	58427385	58551297	.	+	.	" ""KIAA0586"""	[]
2026529	14	ensembl	gene	58441844	58441992	.	+	.	" ""Y_RNA"""	[]
2026532	14	havana	gene	58463971	58464136	.	+	.	" ""HSBP1P1"""	[]
2026535	14	havana	gene	58521223	58521988	.	+	.	" ""HNRNPCP1"""	[]
2026538	14	havana	gene	58564146	58564616	.	+	.	" ""RPL9P5"""	[]
2026541	14	ensembl_havana	gene	58633967	58648321	.	+	.	" ""DACT1"""	[]
2026610	14	havana	gene	58646631	59184247	.	+	.	" ""LINC01500"""	[]
2026856	14	havana	gene	58794654	58795029	.	+	.	" ""AL049873.1"""	[]
2026859	14	havana	gene	58827679	58828176	.	-	.	" ""AL049873.2"""	[]
2026862	14	havana	gene	59135488	59136421	.	-	.	" ""AL359219.1"""	[]
2026865	14	havana	gene	59181593	59181940	.	+	.	" ""PPIAP5"""	[]
2026868	14	ensembl_havana	gene	59188646	59371405	.	+	.	" ""DAAM1"""	[]
2027044	14	havana	gene	59429022	59465342	.	-	.	" ""GPR135"""	[]
2027071	14	ensembl_havana	gene	59460363	59484408	.	-	.	" ""L3HYPDH"""	[]
2027135	14	havana	gene	59479274	59525437	.	-	.	" ""AL121694.1"""	[]
2027143	14	ensembl_havana	gene	59484443	59505410	.	+	.	" ""JKAMP"""	[]
2027307	14	ensembl_havana	gene	59504539	59576812	.	-	.	" ""CCDC175"""	[]
2027412	14	ensembl_havana	gene	59595976	59870776	.	-	.	" ""RTN1"""	[]
2027531	14	mirbase	gene	59646962	59647020	.	-	.	" ""MIR5586"""	[]
2027534	14	havana	gene	59919423	59920339	.	-	.	" ""AL133299.1"""	[]
2027538	14	havana	gene	59919713	60063559	.	+	.	" ""LRRC9"""	[]
2027802	14	havana	gene	59969116	60091783	.	-	.	" ""AL157911.1"""	[]
2027813	14	ensembl_havana	gene	60091911	60169133	.	+	.	" ""PCNX4"""	[]
2027967	14	ensembl_havana	gene	60144119	60169856	.	-	.	" ""DHRS7"""	[]
2028087	14	havana	gene	60158976	60159324	.	+	.	" ""SCOCP1"""	[]
2028090	14	havana	gene	60179382	60180016	.	+	.	" ""PSMA3P"""	[]
2028093	14	havana	gene	60212462	60212912	.	-	.	" ""RPL17P2"""	[]
2028096	14	havana	gene	60240121	60248765	.	-	.	" ""AL157756.1"""	[]
2028112	14	ensembl_havana	gene	60245752	60299087	.	+	.	" ""PPM1A"""	[]
2028225	14	havana	gene	60323236	60323907	.	+	.	" ""LINC02322"""	[]
2028229	14	ensembl_havana	gene	60396469	60515543	.	-	.	" ""C14orf39"""	[]
2028343	14	havana	gene	60397757	60398281	.	+	.	" ""RBM8B"""	[]
2028346	14	havana	gene	60398934	60400013	.	-	.	" ""GNRHR2P1"""	[]
2028350	14	havana	gene	60493766	60496885	.	-	.	" ""SALL4P7"""	[]
2028353	14	ensembl_havana	gene	60509146	60512850	.	+	.	" ""SIX6"""	[]
2028363	14	havana	gene	60515119	60554916	.	+	.	" ""AL049874.3"""	[]
2028367	14	havana	gene	60544400	60544654	.	+	.	" ""AL049874.4"""	[]
2028370	14	havana	gene	60572024	60572311	.	-	.	" ""AL049874.2"""	[]
2028373	14	havana	gene	60602146	60602533	.	-	.	" ""AL049874.1"""	[]
2028376	14	havana	gene	60639216	60642589	.	+	.	" ""SALRNA1"""	[]
2028380	14	ensembl_havana	gene	60643421	60658259	.	-	.	" ""SIX1"""	[]
2028409	14	ensembl_havana	gene	60709539	60724351	.	-	.	" ""SIX4"""	[(14, 60694510.0, 60894780.0)]
2028435	14	ensembl_havana	gene	60734742	60969965	.	+	.	" ""MNAT1"""	[]
2028523	14	havana	gene	60779978	60780595	.	+	.	" ""AL132777.1"""	[(14, 60744510.0, 60844780.0), (14, 60694510.0, 60894780.0)]
2028526	14	havana	gene	60879714	60982585	.	+	.	" ""AL160236.2"""	[]
2028530	14	havana	gene	60919240	60920155	.	-	.	" ""SRMP2"""	[]
2028533	14	ensembl_havana	gene	60971441	60981170	.	-	.	" ""TRMT5"""	[]
2028563	14	havana	gene	60972272	60972466	.	-	.	" ""AL160236.1"""	[]
2028566	14	ensembl	gene	60974327	60974435	.	+	.	" ""RNU6-398P"""	[]
2028569	14	ensembl_havana	gene	60981114	61083733	.	+	.	" ""SLC38A6"""	[]
2028993	14	ensembl_havana	gene	61187559	61550976	.	+	.	" ""PRKCH"""	[]
2029286	14	ensembl_havana	gene	61277370	61281761	.	-	.	" ""TMEM30B"""	[]
2029300	14	havana	gene	61294909	61322838	.	-	.	" ""AL359220.1"""	[]
2029313	14	havana	gene	61529128	61657964	.	+	.	" ""AL355916.3"""	[]
2029325	14	havana	gene	61535385	61545484	.	-	.	" ""AL355916.2"""	[]
2029352	14	havana	gene	61556273	61570653	.	-	.	" ""LINC01303"""	[]
2029367	14	havana	gene	61570405	61658696	.	+	.	" ""AL355916.1"""	[]
2029382	14	havana	gene	61681041	61695823	.	-	.	" ""HIF1A-AS1"""	[]
2029386	14	ensembl_havana	gene	61695513	61748259	.	+	.	" ""HIF1A"""	[]
2029589	14	havana	gene	61707564	61751099	.	-	.	" ""HIF1A-AS3"""	[]
2029598	14	havana	gene	61734138	61776260	.	+	.	" ""AL137129.1"""	[]
2029605	14	ensembl_havana	gene	61762420	61796428	.	+	.	" ""SNAPC1"""	[]
2029631	14	havana	gene	61801713	61803634	.	+	.	" ""AL137918.1"""	[]
2029634	14	ensembl_havana	gene	61811974	62112550	.	+	.	" ""SYT16"""	[]
2029706	14	havana	gene	61831861	61832369	.	-	.	" ""COX4I1P1"""	[]
2029709	14	havana	gene	62069518	62081154	.	-	.	" ""AL390816.1"""	[]
2029714	14	havana	gene	62103122	62117175	.	-	.	" ""AL390816.2"""	[(14, 62097545.0, 62297785.0)]
2029724	14	havana	gene	62114353	62130962	.	+	.	" ""LINC00643"""	[(14, 62097545.0, 62297785.0)]
2029755	14	havana	gene	62134149	62139973	.	-	.	" ""LINC00644"""	[(14, 62097545.0, 62297785.0)]
2029759	14	havana	gene	62150656	62152258	.	-	.	" ""AL390816.3"""	[(14, 62147545.0, 62247785.0), (14, 62097545.0, 62297785.0)]
2029763	14	havana	gene	62514872	62515123	.	-	.	" ""AL389895.1"""	[]
2029766	14	havana	gene	62604113	62605717	.	-	.	" ""ATP5F1AP4"""	[]
2029769	14	ensembl_havana	gene	62699464	63102037	.	-	.	" ""KCNH5"""	[]
2029856	14	havana	gene	63122888	63178190	.	-	.	" ""AL137191.1"""	[]
2029865	14	havana	gene	63123007	63123201	.	+	.	" ""PARP1P2"""	[]
2029868	14	ensembl_havana	gene	63204114	63293508	.	+	.	" ""RHOJ"""	[]
2029914	14	havana	gene	63298126	63299547	.	-	.	" ""AL049871.1"""	[]
2029918	14	ensembl_havana	gene	63312835	63318935	.	-	.	" ""GPHB5"""	[]
2029937	14	ensembl_havana	gene	63371364	63543377	.	-	.	" ""PPP2R5E"""	[]
2030075	14	ensembl	gene	63479272	63479413	.	+	.	" ""AL132992.1"""	[]
2030078	14	havana	gene	63543569	63544664	.	+	.	" ""AL136038.3"""	[]
2030081	14	havana	gene	63567958	63568308	.	+	.	" ""AL136038.1"""	[]
2030084	14	havana	gene	63594031	63595291	.	-	.	" ""AL136038.4"""	[]
2030087	14	ensembl_havana	gene	63597039	63641861	.	-	.	" ""WDR89"""	[]
2030126	14	havana	gene	63598874	63599248	.	+	.	" ""AL136038.2"""	[]
2030130	14	havana	gene	63601509	63601814	.	+	.	" ""HSPE1P2"""	[]
2030133	14	ensembl	gene	63618043	63618144	.	+	.	" ""RNU6-597P"""	[]
2030136	14	ensembl	gene	63621760	63621871	.	+	.	" ""Y_RNA"""	[]
2030139	14	ensembl	gene	63630678	63630781	.	+	.	" ""RNU6-1162P"""	[]
2030142	14	havana	gene	63642035	63665593	.	+	.	" ""AL136038.5"""	[]
2030157	14	ensembl	gene	63651296	63651499	.	-	.	" ""U3"""	[]
2030160	14	ensembl_havana	gene	63684216	63728065	.	-	.	" ""SGPP1"""	[]
2030172	14	havana	gene	63734697	63735923	.	+	.	" ""AL161670.2"""	[]
2030175	14	ensembl	gene	63736444	63736505	.	+	.	" ""RNU7-116P"""	[]
2030178	14	havana	gene	63762013	63762149	.	+	.	" ""AL161670.1"""	[]
2030181	14	havana	gene	63808546	63808732	.	+	.	" ""RPS28P1"""	[]
2030184	14	ensembl	gene	63848261	63848362	.	-	.	" ""Y_RNA"""	[]
2030187	14	ensembl_havana	gene	63852983	64226433	.	+	.	" ""SYNE2"""	[]
2031682	14	ensembl_havana	gene	64084232	64338112	.	-	.	" ""ESR2"""	[]
2031921	14	mirbase	gene	64095024	64095125	.	-	.	" ""MIR548H1"""	[]
2031924	14	havana	gene	64329431	64338639	.	-	.	" ""AL161756.1"""	[]
2031936	14	havana	gene	64341673	64387986	.	-	.	" ""TEX21P"""	[]
2031989	14	havana	gene	64349677	64352284	.	-	.	" ""AL161756.3"""	[]
2031993	14	havana	gene	64361392	64361637	.	+	.	" ""AL161756.2"""	[]
2031996	14	ensembl_havana	gene	64388031	64463457	.	+	.	" ""MTHFD1"""	[]
2032581	14	havana	gene	64422935	64448557	.	-	.	" ""AL122035.1"""	[(14, 64406846.0, 64607086.0)]
2032585	14	havana	gene	64440369	64442238	.	-	.	" ""AL122035.2"""	[(14, 64406846.0, 64607086.0)]
2032588	14	ensembl_havana	gene	64449106	64505213	.	-	.	" ""ZBTB25"""	[(14, 64406846.0, 64607086.0)]
2032638	14	ensembl_havana	gene	64465499	64474503	.	+	.	" ""AKAP5"""	[(14, 64456846.0, 64557086.0), (14, 64406846.0, 64607086.0)]
2032655	14	ensembl_havana	gene	64503712	64533690	.	+	.	" ""ZBTB1"""	[(14, 64456846.0, 64557086.0), (14, 64406846.0, 64607086.0)]
2032708	14	havana	gene	64513952	64540368	.	-	.	" ""AL049869.3"""	[(14, 64456846.0, 64557086.0), (14, 64406846.0, 64607086.0)]
2032719	14	havana	gene	64535702	64535879	.	-	.	" ""AL049869.4"""	[(14, 64456846.0, 64557086.0), (14, 64406846.0, 64607086.0)]
2032722	14	ensembl_havana	gene	64535905	64546173	.	+	.	" ""HSPA2"""	[(14, 64456846.0, 64557086.0), (14, 64406846.0, 64607086.0)]
2032742	14	ensembl_havana	gene	64549920	64589381	.	+	.	" ""PPP1R36"""	[(14, 64406846.0, 64607086.0)]
2032845	14	havana	gene	64552694	64596536	.	-	.	" ""AL049869.2"""	[(14, 64406846.0, 64607086.0)]
2032853	14	havana	gene	64600243	64601644	.	-	.	" ""AL049869.1"""	[(14, 64406846.0, 64607086.0)]
2032856	14	ensembl_havana	gene	64704102	64750249	.	+	.	" ""PLEKHG3"""	[]
2033038	14	ensembl_havana	gene	64746283	64879907	.	-	.	" ""SPTB"""	[]
2033313	14	mirbase	gene	64785626	64785686	.	-	.	" ""MIR7855"""	[]
2033316	14	ensembl	gene	64909488	64909780	.	-	.	" ""RPPH1-2P"""	[]
2033319	14	ensembl_havana	gene	64914361	64944591	.	+	.	" ""CHURC1"""	[]
2033401	14	ensembl_havana	gene	64914485	65061803	.	+	.	" ""CHURC1-FNTB"""	[]
2033486	14	ensembl_havana	gene	64939152	64942905	.	-	.	" ""GPX2"""	[]
2033539	14	ensembl_havana	gene	64945814	64973226	.	-	.	" ""RAB15"""	[]
2033709	14	ensembl_havana	gene	64986895	65062652	.	+	.	" ""FNTB"""	[]
2033782	14	havana	gene	65003325	65003767	.	-	.	" ""AL139022.2"""	[]
